runtime,cpu_usage,memory
0.49,723%,16636
0.50,717%,33884
0.53,703%,38468
0.51,708%,38480
0.53,718%,37780
0.51,724%,38156
0.52,720%,38384
0.49,730%,38120
0.53,686%,39868
0.50,721%,38484
0.51,715%,33596
0.55,683%,37996
0.53,723%,33872
0.55,707%,38804
0.51,706%,38352
0.52,724%,33752
0.52,729%,33768
0.51,722%,39636
0.50,723%,33236
0.48,742%,39372
0.52,734%,33724
0.51,694%,39940
0.52,728%,33476
0.50,718%,38440
0.51,722%,38284
0.51,709%,33376
0.49,728%,33924
0.50,713%,33580
0.51,696%,39840
0.50,724%,38088
0.51,699%,39248
0.51,690%,38228
0.49,734%,39640
0.50,733%,39796
0.51,706%,38248
0.50,719%,33740
0.50,740%,40872
0.48,744%,38260
0.49,727%,33408
0.52,701%,38516
0.52,694%,38448
0.50,706%,38408
0.51,714%,33904
0.48,754%,16648
0.50,718%,39488
0.56,686%,38564
0.50,714%,39336
0.50,721%,33600
0.51,713%,38728
0.49,727%,33804
0.49,733%,38380
0.50,731%,33312
0.54,743%,33116
0.51,702%,40416
0.51,727%,38240
0.51,701%,34004
0.51,698%,38240
0.51,688%,38624
0.53,716%,33700
0.50,736%,33596
0.52,711%,33396
0.50,736%,33404
0.51,691%,33440
0.53,720%,34380
0.49,743%,39660
0.52,718%,38164
0.54,670%,33348
0.53,696%,33812
0.52,688%,33724
0.54,732%,38640
0.52,719%,39676
0.54,731%,38352
0.50,706%,33212
0.52,697%,38992
0.51,711%,39344
0.51,707%,33356
0.52,683%,38496
0.53,729%,33768
0.54,703%,38480
0.54,676%,33636
0.48,752%,16712
0.52,715%,33508
0.50,716%,39912
0.50,715%,33484
0.51,704%,39744
0.51,707%,38540
0.48,755%,38752
0.49,733%,33872
0.51,753%,34092
0.49,731%,38440
0.50,727%,38188
0.54,702%,38000
0.52,695%,33716
0.51,722%,38196
0.50,719%,33496
0.52,734%,34092
0.50,726%,38252
0.51,723%,33388
0.51,704%,34052
0.52,698%,33752
