runtime,cpu_usage,memory
0.69,782%,33740
0.68,798%,33716
0.67,798%,33572
0.68,798%,33716
0.68,796%,33708
0.67,798%,33588
0.67,798%,33836
0.67,798%,33500
0.67,798%,33460
0.67,798%,33740
0.67,798%,33696
0.67,798%,33736
0.67,798%,33832
0.68,793%,33784
0.67,798%,33712
0.67,798%,33704
0.68,794%,33572
0.67,798%,33688
0.68,796%,33764
0.69,778%,33656
0.67,798%,33792
0.67,798%,33732
0.69,778%,33632
0.67,787%,33656
0.68,798%,33528
0.67,798%,33596
0.67,798%,33644
0.68,797%,33732
0.67,798%,33836
0.67,798%,33488
0.67,797%,33800
0.68,798%,33704
0.68,798%,33544
0.67,798%,33660
0.67,798%,33512
0.68,798%,33548
0.67,797%,33692
0.67,798%,33732
0.67,798%,33664
0.67,798%,33644
0.69,781%,33756
0.67,798%,33620
0.68,794%,33444
0.67,798%,33720
0.69,797%,33464
0.68,794%,33612
0.67,798%,33756
0.67,798%,33596
0.68,797%,33584
0.67,798%,33696
0.67,797%,33560
0.68,797%,33588
0.67,798%,33620
0.68,798%,33736
0.68,798%,33756
0.67,798%,33400
0.67,798%,33680
0.67,798%,33740
0.67,798%,33772
0.67,798%,33588
0.67,797%,33728
0.68,797%,33700
0.67,798%,33664
0.67,798%,33632
0.68,798%,33720
0.67,797%,33740
0.67,798%,33672
0.67,798%,33468
0.67,797%,33524
0.67,798%,33740
0.69,784%,33660
0.68,797%,33460
0.68,797%,33748
0.67,798%,33496
0.68,798%,33696
0.67,798%,33664
0.67,798%,33760
0.68,798%,33784
0.67,798%,33728
0.67,798%,33568
0.68,797%,33760
0.67,798%,33464
0.68,798%,33528
0.67,798%,33764
0.67,798%,33744
0.68,797%,33600
0.68,796%,33620
0.67,798%,33784
0.67,798%,33736
0.68,797%,33572
0.67,798%,33700
0.67,798%,33620
0.67,797%,33712
0.67,798%,33604
0.68,797%,33604
0.67,798%,33684
0.67,798%,33528
0.69,783%,33568
0.69,797%,33760
0.67,798%,33708
