timestamp,total,psys,package,core,uncore,dram,cpu_temp
2023-10-06T19:58:21,18263564,17836624,16511005,15519613,4822,426940,65000
2023-10-06T19:58:22,17944534,17498307,16130208,15152733,5981,446227,65000
2023-10-06T19:58:23,18438673,18009597,16628437,15644613,5004,429076,65000
2023-10-06T19:58:25,18282119,17859696,16483722,15504416,4211,422423,65000
2023-10-06T19:58:26,18258863,17815017,16420673,15435386,4517,443846,66000
2023-10-06T19:58:27,18346632,17908279,16502155,15524069,5004,438353,66000
2023-10-06T19:58:28,18258560,17828995,16524921,15534323,18249,429565,66000
2023-10-06T19:58:29,18315445,17883927,16514484,15519614,10010,431518,65000
2023-10-06T19:58:30,18269607,17832413,16448627,15462301,4822,437194,66000
2023-10-06T19:58:31,18370924,17938247,16569172,15581137,5371,432677,66000
2023-10-06T19:58:32,18280593,17848648,16475421,15490378,4760,431945,65000
2023-10-06T19:58:34,18297256,17851700,16541950,15540854,5493,445556,65000
2023-10-06T19:58:35,18313613,17882645,16501727,15508016,5372,430968,66000
2023-10-06T19:58:36,18159744,17725541,16419514,15435934,4761,434203,66000
2023-10-06T19:58:37,18195936,17748733,16311360,15316184,5310,447203,67000
2023-10-06T19:58:38,18333999,17909683,16597553,15611715,5554,424316,66000
2023-10-06T19:58:39,17974136,17545426,16253071,15270713,4273,428710,66000
