runtime,cpu_usage,memory
0.97,383%,13920
0.97,386%,11792
0.96,385%,11600
0.95,386%,13780
0.97,386%,12188
0.95,386%,14292
0.97,384%,14328
0.96,386%,11996
0.97,387%,11760
0.93,387%,13400
0.96,386%,14348
0.96,387%,11968
0.97,385%,13760
0.95,386%,14216
0.94,386%,14328
0.96,385%,11428
0.94,385%,12564
0.95,388%,13876
0.94,387%,14292
0.95,385%,13988
0.96,384%,14260
0.95,387%,11740
0.93,388%,13488
0.95,385%,14256
0.96,383%,11852
0.93,385%,12252
0.94,386%,12088
0.95,388%,14192
0.94,386%,12080
0.94,387%,14120
0.95,386%,12784
0.95,383%,14028
0.95,384%,13852
0.93,388%,13504
0.96,386%,14076
0.94,389%,12224
0.94,387%,14040
0.96,385%,11916
0.94,385%,14344
0.95,386%,13780
0.95,383%,12160
0.92,386%,14200
0.93,390%,13412
0.97,383%,14148
0.92,385%,12196
0.95,385%,13976
0.96,384%,12228
0.94,385%,14212
0.92,385%,14304
0.94,386%,10660
0.95,386%,12160
0.95,386%,10656
0.95,386%,14312
0.94,384%,12048
0.93,384%,13596
0.94,388%,12892
0.91,388%,12180
0.93,389%,14220
0.95,386%,14280
0.94,386%,12192
0.96,384%,13964
0.93,387%,14184
0.95,385%,13576
0.92,388%,14328
0.94,387%,13940
0.92,388%,12160
0.95,387%,12156
0.94,389%,13276
0.95,385%,12352
0.94,387%,10828
0.94,387%,12848
0.96,385%,11456
0.91,388%,13696
0.93,387%,12084
0.95,385%,12148
0.93,385%,13912
0.96,382%,14212
0.93,384%,13148
0.96,385%,13684
0.93,387%,11952
0.93,386%,14056
0.91,387%,14324
0.93,386%,12016
0.92,389%,12692
0.95,384%,11880
0.94,389%,14212
0.95,385%,14124
0.94,386%,14216
0.94,386%,14208
0.95,384%,12784
0.94,386%,13916
0.92,386%,12548
0.94,386%,12496
0.93,382%,12916
0.96,385%,13808
0.91,385%,12504
0.93,385%,13128
0.95,385%,12152
0.92,386%,14232
0.93,385%,12576
