runtime,cpu_usage,memory
0.58,99%,3004
0.59,100%,3004
0.58,100%,3012
0.58,100%,3132
0.59,100%,2892
0.58,100%,3108
0.59,99%,3108
0.62,99%,3120
0.58,100%,3108
0.58,100%,3060
0.61,99%,3012
0.66,99%,2892
0.67,100%,2892
0.58,99%,2848
0.58,100%,2900
0.58,100%,3068
0.58,100%,3004
0.58,100%,2632
0.59,99%,3012
0.58,99%,2892
0.58,100%,3076
0.58,99%,2900
0.58,100%,3004
0.58,99%,2760
0.58,99%,3076
0.58,100%,3060
0.58,100%,2900
0.67,99%,2900
0.58,100%,3076
0.58,99%,3004
0.58,99%,2764
0.58,100%,2992
0.58,100%,2772
0.58,100%,3076
0.58,99%,2992
0.58,100%,2900
0.58,100%,3064
0.58,100%,3084
0.58,100%,3004
0.58,100%,3080
0.58,100%,3012
0.58,100%,2992
0.58,100%,3036
0.58,100%,2988
0.58,100%,2892
0.58,100%,2948
0.58,99%,3060
0.58,100%,2988
0.58,100%,3004
0.58,100%,2988
0.58,99%,3060
0.58,100%,3084
0.58,100%,3064
0.58,100%,2640
0.58,100%,2640
0.58,100%,3048
0.59,99%,2880
0.58,100%,2760
0.58,99%,3012
0.59,100%,2988
0.58,99%,2960
0.59,99%,3036
0.58,100%,2900
0.58,100%,2832
0.58,100%,3004
0.58,100%,3076
0.58,100%,3004
0.67,99%,2900
0.58,99%,3108
0.58,100%,2880
0.58,100%,3108
0.58,99%,2892
0.58,100%,2892
0.58,100%,3036
0.58,99%,3148
0.58,100%,3004
0.58,100%,2764
0.58,100%,2860
0.58,100%,2632
0.58,100%,2948
0.67,99%,3064
0.58,100%,2988
0.58,100%,2732
0.58,100%,2764
0.58,100%,2892
0.58,100%,3076
0.59,99%,3008
0.58,99%,3036
0.58,100%,2964
0.58,99%,2892
0.58,100%,2892
0.58,100%,3132
0.59,100%,2992
0.58,100%,3012
0.58,100%,2900
0.67,100%,2988
0.58,100%,3084
0.58,99%,2892
0.58,99%,2988
0.58,100%,3084
