hora,estado,potencia_W,kWh_intervalo,kWh_acumulado
2026-07-17 20:40:00,ON,87.961,0.00733,0.561466
2026-07-17 20:45:00,ON,88.942,0.007412,0.568878
2026-07-17 20:50:01,ON,88.874,0.007406,0.576284
2026-07-17 20:55:01,ON,88.161,0.007347,0.583631
2026-07-17 21:00:01,ON,88.999,0.007417,0.591048
2026-07-17 21:05:02,ON,87.047,0.007254,0.598301
2026-07-17 21:10:02,ON,88.77,0.007397,0.605699
2026-07-17 21:15:02,ON,90.799,0.007567,0.613266
2026-07-17 21:20:03,ON,88.077,0.00734,0.620605
2026-07-17 21:25:03,ON,87.969,0.007331,0.627936
2026-07-17 21:30:04,ON,87.412,0.007284,0.63522
2026-07-17 21:35:04,ON,87.956,0.00733,0.64255
2026-07-17 21:40:05,ON,88.499,0.007375,0.649925
2026-07-17 21:45:05,ON,88.853,0.007404,0.657329
2026-07-17 21:50:05,ON,89.715,0.007476,0.664806
2026-07-17 21:55:06,ON,88.495,0.007375,0.67218
2026-07-17 22:00:06,ON,88.603,0.007384,0.679564
2026-07-17 22:05:06,ON,88.553,0.007379,0.686943
2026-07-17 22:10:07,ON,87.49,0.007291,0.694234
2026-07-17 22:15:07,ON,87.895,0.007325,0.701559
2026-07-17 22:20:08,ON,87.075,0.007256,0.708815
2026-07-17 22:25:08,ON,71.411,0.005951,0.714766
2026-07-17 22:30:09,ON,87.481,0.00729,0.722056
2026-07-17 22:35:09,ON,87.887,0.007324,0.72938
2026-07-17 22:40:09,ON,87.484,0.00729,0.73667
2026-07-17 22:45:10,ON,88.267,0.007356,0.744026
2026-07-17 22:50:10,ON,87.717,0.00731,0.751335
2026-07-17 22:55:10,ON,89.492,0.007458,0.758793
2026-07-17 23:00:11,ON,89.783,0.007482,0.766275
2026-07-17 23:05:11,ON,86.606,0.007217,0.773492
2026-07-17 23:10:12,ON,86.848,0.007237,0.78073
2026-07-17 23:15:12,ON,86.134,0.007178,0.787907
2026-07-17 23:20:12,ON,86.596,0.007216,0.795124
2026-07-17 23:25:13,ON,87.182,0.007265,0.802389
2026-07-17 23:30:13,ON,87.505,0.007292,0.809681
2026-07-17 23:35:13,ON,89.009,0.007417,0.817098
2026-07-17 23:40:14,ON,87.881,0.007323,0.824422
2026-07-17 23:45:14,ON,33.462,0.002789,0.82721
2026-07-17 23:50:15,ON,33.062,0.002755,0.829965
2026-07-17 23:55:15,ON,33.005,0.00275,0.832716
2026-07-18 00:00:16,ON,32.924,0.002744,0.83546
2026-07-18 00:05:16,ON,33.05,0.002754,0.838214
2026-07-18 00:10:16,ON,33.04,0.002753,0.840967
2026-07-18 00:15:17,ON,33.237,0.00277,0.843737
2026-07-18 00:20:17,ON,33.07,0.002756,0.846493
2026-07-18 00:25:17,ON,32.915,0.002743,0.849236
2026-07-18 00:30:18,ON,33.058,0.002755,0.85199
2026-07-18 00:35:18,ON,33.432,0.002786,0.854776
2026-07-18 00:40:19,ON,33.062,0.002755,0.857532
2026-07-18 00:45:19,ON,33.212,0.002768,0.860299
2026-07-18 00:50:20,ON,33.041,0.002753,0.863053
2026-07-18 00:55:20,ON,33.101,0.002758,0.865811
2026-07-18 01:00:20,ON,33.125,0.00276,0.868571
2026-07-18 01:05:21,ON,33.049,0.002754,0.871326
2026-07-18 01:10:21,ON,33.098,0.002758,0.874084
2026-07-18 01:15:21,ON,33.307,0.002776,0.876859
2026-07-18 01:20:22,ON,33.162,0.002763,0.879623
2026-07-18 01:25:22,ON,32.99,0.002749,0.882372
2026-07-18 01:30:23,ON,33.12,0.00276,0.885132
2026-07-18 01:35:23,ON,33.266,0.002772,0.887904
2026-07-18 01:40:23,ON,33.014,0.002751,0.890655
2026-07-18 01:45:24,ON,33.207,0.002767,0.893423
2026-07-18 01:50:24,ON,33.199,0.002767,0.896189
2026-07-18 01:55:24,ON,33.18,0.002765,0.898954
2026-07-18 02:00:25,ON,32.844,0.002737,0.901691
2026-07-18 02:05:25,ON,33.147,0.002762,0.904453
2026-07-18 02:10:25,ON,32.972,0.002748,0.907201
2026-07-18 02:15:26,ON,33.383,0.002782,0.909983
2026-07-18 02:20:26,ON,33.038,0.002753,0.912736
2026-07-18 02:25:27,ON,32.974,0.002748,0.915484
2026-07-18 02:30:27,ON,33.25,0.002771,0.918255
2026-07-18 02:35:27,ON,33.119,0.00276,0.921015
2026-07-18 02:40:28,ON,33.111,0.002759,0.923774
2026-07-18 02:45:28,ON,33.194,0.002766,0.92654
2026-07-18 02:50:29,ON,32.968,0.002747,0.929287
2026-07-18 02:55:29,ON,32.92,0.002743,0.932031
2026-07-18 03:00:29,ON,33.016,0.002751,0.934782
2026-07-18 03:05:30,ON,32.946,0.002745,0.937528
2026-07-18 03:10:30,ON,33.14,0.002762,0.940289
2026-07-18 03:15:30,ON,33.232,0.002769,0.943059
2026-07-18 03:20:31,ON,33.344,0.002779,0.945837
2026-07-18 03:25:31,ON,33.27,0.002772,0.94861
2026-07-18 03:30:31,ON,33.221,0.002768,0.951378
2026-07-18 03:35:32,ON,33.145,0.002762,0.95414
2026-07-18 03:40:32,ON,32.903,0.002742,0.956882
2026-07-18 03:45:32,ON,33.216,0.002768,0.95965
2026-07-18 03:50:33,ON,32.962,0.002747,0.962397
2026-07-18 03:55:33,ON,33.002,0.00275,0.965147
2026-07-18 04:00:34,ON,33.115,0.00276,0.967907
2026-07-18 04:05:34,ON,32.949,0.002746,0.970653
2026-07-18 04:10:34,ON,32.931,0.002744,0.973397
2026-07-18 04:15:35,ON,32.962,0.002747,0.976144
2026-07-18 04:20:35,ON,32.987,0.002749,0.978893
2026-07-18 04:25:36,ON,33.084,0.002757,0.98165
2026-07-18 04:30:36,ON,33.228,0.002769,0.984419
2026-07-18 04:35:36,ON,32.983,0.002749,0.987167
2026-07-18 04:40:37,ON,32.935,0.002745,0.989912
2026-07-18 04:45:37,ON,33.158,0.002763,0.992675
2026-07-18 04:50:38,ON,33.04,0.002753,0.995428
2026-07-18 04:55:38,ON,32.965,0.002747,0.998175
2026-07-18 05:00:38,ON,32.996,0.00275,1.000925
2026-07-18 05:05:39,ON,33.039,0.002753,1.003678
2026-07-18 05:10:39,ON,33.061,0.002755,1.006433
2026-07-18 05:15:40,ON,33.136,0.002761,1.009195
2026-07-18 05:20:40,ON,33.144,0.002762,1.011957
2026-07-18 05:25:40,ON,33.097,0.002758,1.014715
2026-07-18 05:30:41,ON,33.004,0.00275,1.017465
2026-07-18 05:35:41,ON,32.983,0.002749,1.020214
2026-07-18 05:40:42,ON,33.881,0.002823,1.023037
2026-07-18 05:45:42,ON,32.346,0.002695,1.025733
2026-07-18 05:50:42,ON,33.135,0.002761,1.028494
2026-07-18 05:55:43,ON,10.888,0.000907,1.029401
2026-07-18 06:00:43,ON,10.608,0.000884,1.030285
2026-07-18 06:05:43,ON,86.423,0.007202,1.037487
2026-07-18 06:10:44,ON,87.595,0.0073,1.044787
2026-07-18 06:15:44,ON,87.37,0.007281,1.052068
2026-07-18 06:20:45,ON,87.856,0.007321,1.059389
2026-07-18 06:25:45,ON,86.351,0.007196,1.066585
2026-07-18 06:30:45,ON,88.275,0.007356,1.073941
2026-07-18 06:35:46,ON,85.935,0.007161,1.081102
2026-07-18 06:40:46,ON,87.684,0.007307,1.088409
2026-07-18 06:45:47,ON,86.833,0.007236,1.095645
2026-07-18 06:50:47,ON,87.172,0.007264,1.10291
2026-07-18 06:55:47,ON,86.658,0.007221,1.110131
2026-07-18 07:00:48,ON,87.371,0.007281,1.117412
2026-07-18 07:05:48,ON,88.728,0.007394,1.124806
2026-07-18 07:10:49,ON,87.647,0.007304,1.13211
2026-07-18 07:15:49,ON,88.194,0.00735,1.13946
2026-07-18 07:20:49,ON,87.444,0.007287,1.146747
2026-07-18 07:25:50,ON,87.767,0.007314,1.15406
2026-07-18 07:30:50,ON,87.08,0.007257,1.161317
2026-07-18 07:35:51,ON,88.16,0.007347,1.168664
