hora,estado,potencia_W,kWh_intervalo,kWh_acumulado
2026-07-17 13:34:26,ON,11.552,0.000963,0.000963
2026-07-17 13:39:27,ON,57.381,0.004782,0.005744
2026-07-17 13:44:27,ON,65.317,0.005443,0.011187
2026-07-17 13:49:27,ON,82.5,0.006875,0.018062
2026-07-17 13:54:28,ON,78.527,0.006544,0.024606
2026-07-17 13:59:28,ON,23.473,0.001956,0.026562
2026-07-17 14:04:29,ON,47.645,0.00397,0.030533
2026-07-17 14:09:29,ON,64.263,0.005355,0.035888
2026-07-17 14:14:29,ON,89.406,0.00745,0.043339
2026-07-17 14:19:30,ON,83.636,0.00697,0.050308
2026-07-17 14:24:30,ON,83.996,0.007,0.057308
2026-07-17 14:29:30,ON,83.816,0.006985,0.064293
2026-07-17 14:34:31,ON,83.653,0.006971,0.071264
2026-07-17 14:39:31,ON,83.131,0.006928,0.078191
2026-07-17 14:44:32,ON,83.836,0.006986,0.085178
2026-07-17 14:49:32,ON,83.644,0.00697,0.092148
2026-07-17 14:54:32,ON,83.934,0.006994,0.099142
2026-07-17 14:59:33,ON,84.265,0.007022,0.106165
2026-07-17 15:04:33,ON,84.021,0.007002,0.113166
2026-07-17 15:09:34,ON,88.404,0.007367,0.120533
2026-07-17 15:14:34,ON,84.593,0.007049,0.127583
2026-07-17 15:19:34,ON,83.823,0.006985,0.134568
2026-07-17 15:24:35,ON,90.454,0.007538,0.142106
2026-07-17 15:29:35,ON,83.745,0.006979,0.149085
2026-07-17 15:34:35,ON,83.573,0.006964,0.156049
2026-07-17 15:39:36,ON,85.12,0.007093,0.163142
2026-07-17 15:44:36,ON,83.834,0.006986,0.170128
2026-07-17 15:49:37,ON,83.861,0.006988,0.177117
2026-07-17 15:54:37,ON,83.587,0.006966,0.184082
2026-07-17 15:59:37,ON,83.348,0.006946,0.191028
2026-07-17 16:04:38,ON,84.243,0.00702,0.198048
2026-07-17 16:09:38,ON,86.078,0.007173,0.205222
2026-07-17 16:14:39,ON,83.258,0.006938,0.21216
2026-07-17 16:19:39,ON,83.707,0.006976,0.219135
2026-07-17 16:24:39,ON,83.858,0.006988,0.226123
2026-07-17 16:29:40,ON,83.399,0.00695,0.233073
2026-07-17 16:34:40,ON,83.936,0.006995,0.240068
2026-07-17 16:39:41,ON,83.775,0.006981,0.247049
2026-07-17 16:44:41,ON,84.404,0.007034,0.254083
2026-07-17 16:49:41,ON,83.792,0.006983,0.261066
2026-07-17 16:54:42,ON,83.704,0.006975,0.268041
2026-07-17 16:59:42,ON,85.268,0.007106,0.275147
2026-07-17 17:04:43,ON,83.946,0.006995,0.282142
2026-07-17 17:09:43,ON,82.715,0.006893,0.289035
2026-07-17 17:14:43,ON,88.099,0.007342,0.296377
2026-07-17 17:19:44,ON,84.244,0.00702,0.303397
2026-07-17 17:24:44,ON,83.601,0.006967,0.310364
2026-07-17 17:29:45,ON,83.798,0.006983,0.317347
2026-07-17 17:34:45,ON,84.715,0.00706,0.324407
2026-07-17 17:39:46,ON,83.243,0.006937,0.331343
2026-07-17 17:44:46,ON,84.094,0.007008,0.338351
2026-07-17 17:49:46,ON,83.593,0.006966,0.345317
2026-07-17 17:54:47,ON,83.292,0.006941,0.352258
2026-07-17 17:59:47,ON,83.481,0.006957,0.359215
2026-07-17 18:04:48,ON,83.558,0.006963,0.366178
2026-07-17 18:09:48,ON,83.677,0.006973,0.373151
2026-07-17 18:14:48,ON,83.566,0.006964,0.380115
2026-07-17 18:19:49,ON,83.552,0.006963,0.387078
2026-07-17 18:24:49,ON,83.845,0.006987,0.394065
2026-07-17 18:29:50,ON,83.621,0.006968,0.401033
2026-07-17 18:34:50,ON,83.665,0.006972,0.408005
2026-07-17 18:39:50,ON,83.628,0.006969,0.414974
2026-07-17 18:44:51,ON,83.653,0.006971,0.421946
2026-07-17 18:49:51,ON,83.813,0.006984,0.42893
2026-07-17 18:54:52,ON,84.024,0.007002,0.435932
2026-07-17 18:59:52,ON,83.943,0.006995,0.442927
2026-07-17 19:04:52,ON,42.144,0.003512,0.446439
2026-07-17 19:09:53,ON,46.193,0.003849,0.450289
2026-07-17 19:14:53,ON,46.332,0.003861,0.45415
2026-07-17 19:19:54,ON,45.707,0.003809,0.457959
2026-07-17 19:24:54,ON,46.401,0.003867,0.461825
2026-07-17 19:29:54,ON,45.737,0.003811,0.465637
2026-07-17 19:34:55,ON,46.842,0.003903,0.46954
2026-07-17 19:39:55,ON,81.389,0.006782,0.476323
2026-07-17 19:44:56,ON,84.407,0.007034,0.483357
2026-07-17 19:49:56,ON,83.699,0.006975,0.490331
2026-07-17 19:54:56,ON,84.538,0.007045,0.497376
2026-07-17 19:59:57,ON,85.193,0.007099,0.504476
2026-07-17 20:04:57,ON,84.327,0.007027,0.511503
2026-07-17 20:09:58,ON,84.429,0.007036,0.518539
2026-07-17 20:14:58,ON,83.326,0.006944,0.525483
2026-07-17 20:19:58,ON,84.567,0.007047,0.53253
2026-07-17 20:24:59,ON,83.941,0.006995,0.539525
2026-07-17 20:29:59,ON,87.76,0.007313,0.546838
2026-07-17 20:35:00,ON,87.576,0.007298,0.554136
