runtime,cpu_usage,memory
2.36,99%,4336
2.36,99%,4360
2.36,99%,4352
2.36,99%,4360
2.36,100%,4392
2.36,100%,4412
2.36,100%,4344
2.35,99%,4360
2.36,100%,4352
2.35,99%,4352
2.36,99%,4412
2.36,99%,4364
2.36,99%,4344
2.36,99%,4332
2.36,99%,4336
2.35,99%,4388
2.36,100%,4356
2.36,99%,4344
2.36,99%,4352
2.35,100%,4344
2.35,99%,4336
2.36,99%,4340
2.36,99%,4204
2.36,100%,4352
2.35,99%,4360
2.36,100%,4412
2.35,99%,4336
2.35,99%,4392
2.36,99%,4368
2.36,99%,4376
2.36,99%,4364
2.35,100%,4376
2.36,100%,4388
2.36,99%,4352
2.36,100%,4352
2.36,100%,4332
2.36,99%,4352
2.35,100%,4340
2.35,99%,4372
2.35,100%,4332
2.35,99%,4372
2.36,100%,4412
2.36,99%,4376
2.35,99%,4356
2.35,99%,4336
2.35,99%,4392
2.36,100%,4200
2.36,99%,4376
2.35,99%,4332
2.35,99%,4348
2.35,99%,4364
2.35,100%,4340
2.36,99%,4344
2.35,99%,4344
2.36,100%,4344
2.35,99%,4364
2.35,100%,4384
2.36,99%,4384
2.36,100%,4348
2.35,100%,4376
2.36,99%,4392
2.35,99%,4368
2.36,100%,4356
2.35,99%,4368
2.35,99%,4348
2.36,99%,4352
2.35,100%,4372
2.36,99%,4412
2.36,100%,4368
2.36,100%,4360
2.35,100%,4344
2.35,100%,4332
2.36,100%,4412
2.35,99%,4352
2.36,99%,4388
2.36,99%,4376
2.36,99%,4340
2.36,99%,4336
2.36,99%,4368
2.36,99%,4384
2.35,99%,4392
2.35,99%,4372
2.35,99%,4412
2.36,99%,4348
2.36,99%,4368
2.36,100%,4376
2.36,99%,4352
2.35,100%,4360
2.35,100%,4348
2.36,99%,4360
2.36,99%,4368
2.35,100%,4344
2.36,99%,4412
2.36,99%,4352
2.35,99%,4344
2.35,99%,4372
2.35,99%,4304
2.36,99%,4348
2.36,99%,4368
2.36,100%,4204
