runtime,cpu_usage,memory
2.40,100%,18992
2.37,99%,19016
2.41,99%,18884
2.41,99%,18956
2.41,99%,18972
2.40,100%,18972
2.40,99%,18916
2.39,99%,19100
2.40,99%,19104
2.41,99%,19100
2.41,99%,19100
2.42,99%,19132
3.50,99%,19100
3.56,100%,19020
2.41,99%,19104
3.20,99%,19072
3.87,99%,18972
2.42,99%,19100
2.41,99%,19100
2.43,99%,18972
2.42,100%,19100
2.41,99%,19068
2.42,99%,19040
2.44,99%,18936
2.55,100%,19100
2.52,99%,19100
4.58,99%,18976
2.42,100%,19100
2.41,99%,19016
2.45,99%,18864
3.64,99%,19100
3.44,99%,19100
2.43,99%,18980
2.40,99%,19048
2.45,99%,18976
2.45,99%,19116
2.45,99%,19100
2.46,99%,18972
2.46,100%,19072
2.46,99%,18972
2.41,99%,19104
2.43,99%,19100
2.44,99%,18976
3.63,99%,19020
3.44,100%,19104
2.42,99%,18976
2.41,99%,19100
2.45,99%,19100
2.44,99%,18976
2.43,100%,18968
2.45,99%,19000
2.45,100%,18972
3.55,99%,18972
3.53,99%,19024
2.52,100%,18972
4.53,99%,18972
2.41,99%,19100
3.61,99%,19100
3.44,99%,19084
2.61,99%,19100
4.45,99%,19140
2.41,99%,19100
2.41,99%,18980
2.45,99%,19104
2.45,99%,18972
2.46,100%,18996
2.45,100%,19100
2.46,99%,18956
2.45,99%,18916
4.68,99%,18972
2.41,99%,18972
2.43,99%,18976
2.41,99%,19080
2.40,99%,18972
2.47,99%,18972
2.47,99%,19100
2.46,100%,19100
2.47,99%,19100
3.30,99%,18888
3.80,100%,19100
2.41,99%,18976
4.75,99%,19088
2.40,99%,18972
3.37,99%,19100
3.69,99%,19100
2.41,99%,19028
2.46,99%,19064
2.46,99%,18972
4.60,99%,19100
2.47,100%,19024
2.42,100%,19068
2.44,99%,19100
2.46,99%,18924
2.44,99%,18868
2.46,99%,19040
2.46,99%,19100
3.83,99%,19104
3.24,99%,19100
2.42,99%,18972
3.59,99%,18856
