hora,estado,potencia_W,kWh_intervalo,kWh_acumulado
2026-07-03 12:57:59,ON,11.579,0.000965,0.000965
2026-07-03 13:03:16,ON,12.095,0.001008,0.001008
2026-07-03 13:08:16,ON,35.495,0.002958,0.003966
2026-07-03 13:13:17,ON,89.156,0.00743,0.011395
2026-07-03 13:18:17,ON,92.327,0.007694,0.019089
2026-07-03 13:23:18,ON,92.069,0.007672,0.026762
2026-07-03 13:28:18,ON,92.178,0.007681,0.034443
2026-07-03 13:33:18,ON,92.394,0.0077,0.042143
2026-07-03 13:38:19,ON,91.796,0.00765,0.049792
2026-07-03 13:43:19,ON,91.83,0.007652,0.057445
2026-07-03 13:48:20,ON,87.422,0.007285,0.06473
2026-07-03 13:53:20,ON,92.374,0.007698,0.072428
2026-07-03 13:58:20,ON,91.889,0.007657,0.080085
2026-07-03 14:03:21,ON,91.695,0.007641,0.087727
2026-07-03 14:08:21,ON,91.713,0.007643,0.095369
2026-07-03 14:13:22,ON,36.879,0.003073,0.098443
2026-07-03 14:18:22,ON,37.017,0.003085,0.101527
2026-07-03 14:23:22,ON,37.952,0.003163,0.10469
2026-07-03 14:28:23,ON,35.174,0.002931,0.107621
2026-07-03 14:33:23,ON,37.275,0.003106,0.110727
2026-07-03 14:38:24,ON,32.223,0.002685,0.113413
2026-07-03 14:43:24,ON,34.134,0.002845,0.116257
2026-07-03 14:48:24,ON,29.545,0.002462,0.118719
2026-07-03 14:53:25,ON,30.17,0.002514,0.121233
2026-07-03 14:58:25,ON,30.253,0.002521,0.123755
2026-07-03 15:03:26,ON,29.739,0.002478,0.126233
2026-07-03 15:08:26,ON,29.863,0.002489,0.128721
2026-07-03 15:13:26,ON,30.106,0.002509,0.13123
2026-07-03 15:18:27,ON,31.072,0.002589,0.13382
2026-07-03 15:23:27,ON,29.678,0.002473,0.136293
2026-07-03 15:28:27,ON,30.506,0.002542,0.138835
2026-07-03 15:33:28,ON,32.917,0.002743,0.141578
2026-07-03 15:38:28,ON,35.166,0.00293,0.144508
2026-07-03 15:43:28,ON,37.386,0.003115,0.147624
2026-07-03 15:48:29,ON,10.689,0.000891,0.148515
2026-07-03 15:53:29,ON,10.94,0.000912,0.149426
2026-07-03 15:58:30,ON,10.672,0.000889,0.150316
2026-07-03 16:03:30,ON,10.565,0.00088,0.151196
2026-07-03 16:08:31,ON,10.628,0.000886,0.152082
2026-07-03 16:13:31,ON,10.667,0.000889,0.152971
2026-07-03 16:15:34,ON,11.573,0.000964,0.000964
2026-07-03 16:20:35,ON,81.559,0.006797,0.007761
2026-07-03 16:25:35,ON,68.753,0.005729,0.01349
2026-07-03 16:30:35,ON,92.041,0.00767,0.02116
2026-07-03 16:35:36,ON,91.919,0.00766,0.02882
2026-07-03 16:40:36,ON,92.247,0.007687,0.036508
2026-07-03 16:45:37,ON,92.202,0.007683,0.044191
2026-07-03 16:50:37,ON,92.093,0.007674,0.051866
2026-07-03 16:55:37,ON,92.33,0.007694,0.05956
2026-07-03 17:00:38,ON,63.12,0.00526,0.06482
2026-07-03 17:05:38,ON,92.2,0.007683,0.072503
2026-07-03 17:10:39,ON,91.715,0.007643,0.080146
2026-07-03 17:15:39,ON,92.507,0.007709,0.087855
2026-07-03 17:20:39,ON,91.945,0.007662,0.095517
2026-07-03 17:25:40,ON,37.282,0.003107,0.098624
2026-07-03 17:30:40,ON,37.46,0.003122,0.101745
2026-07-03 17:35:41,ON,36.862,0.003072,0.104817
2026-07-03 17:39:07,ON,10.684,0.00089,0.00089
2026-07-03 17:44:08,ON,36.874,0.003073,0.003963
