hora,estado,potencia_W,kWh_intervalo,kWh_acumulado
2026-07-03 10:43:51,ON,11.235,0.000936,0.000936
2026-07-03 10:48:52,ON,33.356,0.00278,0.003716
2026-07-03 10:53:52,ON,33.194,0.002766,0.006482
2026-07-03 10:58:52,ON,35.277,0.00294,0.009422
2026-07-03 11:03:53,ON,35.115,0.002926,0.012348
2026-07-03 11:08:53,ON,41.494,0.003458,0.015806
2026-07-03 11:13:54,ON,63.506,0.005292,0.021098
2026-07-03 11:18:54,ON,68.501,0.005708,0.026807
2026-07-03 11:23:55,ON,78.134,0.006511,0.033318
2026-07-03 11:28:55,ON,65.487,0.005457,0.038775
2026-07-03 11:33:55,ON,31.86,0.002655,0.04143
2026-07-03 11:38:56,ON,45.534,0.003794,0.045224
2026-07-03 11:43:56,ON,44.322,0.003694,0.048918
2026-07-03 11:48:57,ON,40.126,0.003344,0.052262
2026-07-03 11:53:57,ON,44.212,0.003684,0.055946
2026-07-03 11:58:57,ON,72.191,0.006016,0.061962
2026-07-03 12:03:58,ON,31.646,0.002637,0.064599
2026-07-03 12:08:58,ON,33.684,0.002807,0.067406
2026-07-03 12:13:58,ON,48.238,0.00402,0.071426
2026-07-03 12:18:59,ON,37.218,0.003102,0.074527
2026-07-03 12:23:59,ON,32.549,0.002712,0.07724
2026-07-03 12:29:00,ON,32.344,0.002695,0.079935
2026-07-03 12:34:00,ON,39.422,0.003285,0.08322
2026-07-03 12:39:00,ON,38.444,0.003204,0.086424
2026-07-03 12:44:01,ON,68.409,0.005701,0.092125
