runtime,cpu_usage,memory
0.94,381%,4216
0.91,382%,4408
0.91,383%,4388
0.93,381%,4568
0.93,380%,4424
0.90,383%,4340
0.91,384%,4516
0.90,384%,4404
0.92,380%,4408
0.89,385%,4404
0.92,384%,4284
0.90,385%,4532
0.89,387%,4392
0.93,385%,4280
0.89,386%,4420
0.89,386%,4456
0.92,379%,4572
0.90,383%,4468
0.91,383%,4464
0.96,381%,4328
0.91,383%,4540
0.90,385%,4284
0.89,386%,4412
0.86,392%,4516
0.93,378%,4440
0.89,385%,4520
0.91,383%,4512
0.90,385%,4408
0.91,386%,4340
0.96,380%,4592
0.92,382%,4220
0.90,384%,4464
0.90,386%,4456
0.88,388%,4408
0.89,385%,4404
0.88,389%,4532
0.89,386%,4600
0.90,385%,4408
0.89,386%,4516
0.91,381%,4520
0.89,386%,4468
0.91,383%,4408
0.89,389%,4452
0.89,386%,4392
0.91,381%,4408
0.88,391%,4336
0.95,380%,4284
0.89,387%,4496
0.89,388%,4392
0.89,386%,4392
0.93,379%,4264
0.89,384%,4464
0.86,392%,4516
0.90,384%,4624
0.96,381%,4392
0.89,386%,4416
0.92,384%,4460
0.87,390%,4392
0.88,387%,4456
0.91,383%,4264
0.97,377%,4520
0.89,386%,4456
0.89,389%,4340
0.91,388%,4160
0.90,383%,4468
0.91,384%,4312
0.90,383%,4472
0.88,388%,4540
0.89,385%,4456
0.91,382%,4296
0.88,386%,4464
0.86,391%,4456
0.89,384%,4516
0.88,388%,4456
1.01,373%,4340
0.89,388%,4456
0.88,387%,4452
0.94,382%,4388
0.90,384%,4208
0.90,381%,4536
0.93,382%,4392
0.91,386%,4312
0.89,385%,4408
0.92,379%,4404
0.91,382%,4568
0.98,376%,4308
0.87,390%,4468
0.95,375%,4368
0.87,389%,4468
0.92,381%,4468
0.86,392%,4456
0.88,390%,4452
0.87,389%,4516
0.92,388%,4332
0.93,381%,4468
0.90,385%,4384
0.88,387%,4452
0.90,382%,4408
0.89,386%,4520
0.92,380%,4264
