hora,estado,potencia_W,kWh_intervalo,kWh_acumulado
2026-07-17 10:45:04,ON,11.766,0.000981,0.000981
2026-07-17 10:49:08,ON,10.633,0.000886,0.000886
2026-07-17 10:54:09,ON,41.377,0.003448,0.004334
2026-07-17 10:59:09,ON,34.893,0.002908,0.007242
2026-07-17 11:04:10,ON,40.693,0.003391,0.010633
2026-07-17 11:09:10,ON,42.803,0.003567,0.0142
2026-07-17 11:14:11,ON,42.937,0.003578,0.017778
2026-07-17 11:19:11,ON,41.562,0.003463,0.021241
2026-07-17 11:24:11,ON,33.596,0.0028,0.024041
2026-07-17 11:29:12,ON,74.197,0.006183,0.030224
2026-07-17 11:34:12,ON,76.266,0.006356,0.03658
2026-07-17 11:39:13,ON,76.385,0.006365,0.042945
2026-07-17 11:44:13,ON,76.253,0.006354,0.0493
2026-07-17 11:49:15,ON,58.933,0.004911,0.054211
2026-07-17 11:54:15,ON,76.21,0.006351,0.060561
2026-07-17 11:59:16,ON,76.077,0.00634,0.066901
2026-07-17 12:04:16,ON,70.083,0.00584,0.072742
2026-07-17 12:09:17,ON,56.51,0.004709,0.077451
2026-07-17 12:14:17,ON,82.484,0.006874,0.084324
2026-07-17 12:19:17,ON,29.177,0.002431,0.086756
2026-07-17 12:24:18,ON,29.21,0.002434,0.08919
2026-07-17 12:29:18,ON,29.224,0.002435,0.091625
2026-07-17 12:34:19,ON,29.326,0.002444,0.094069
2026-07-17 12:39:19,ON,29.326,0.002444,0.096513
2026-07-17 12:44:19,ON,29.195,0.002433,0.098946
2026-07-17 12:49:20,ON,29.293,0.002441,0.101387
2026-07-17 12:54:20,ON,29.517,0.00246,0.103847
2026-07-17 12:59:20,ON,29.072,0.002423,0.106269
2026-07-17 13:04:21,ON,31.436,0.00262,0.108889
2026-07-17 13:09:21,ON,29.774,0.002481,0.11137
2026-07-17 13:14:22,ON,30.202,0.002517,0.113887
2026-07-17 13:19:22,ON,80.05,0.006671,0.120558
