runtime,cpu_usage,memory
0.56,100%,2944
0.56,100%,3192
0.56,100%,3064
0.56,99%,3232
0.56,99%,3044
0.56,99%,2980
0.56,100%,3116
0.56,100%,3040
0.56,100%,3092
0.56,99%,3096
0.56,99%,3072
0.56,100%,3040
0.56,99%,3040
0.63,100%,3040
0.56,100%,3104
0.56,100%,3104
0.56,99%,3072
0.56,100%,2912
0.56,99%,3088
0.56,99%,3024
0.56,100%,3040
0.56,100%,3112
0.56,100%,2920
0.56,100%,3252
0.56,99%,3180
0.56,99%,3024
0.56,100%,3108
0.56,100%,3068
0.56,100%,3100
0.56,100%,3040
0.56,100%,3232
0.56,100%,2968
0.56,99%,2944
0.63,100%,3264
0.56,100%,2928
0.56,100%,3040
0.56,100%,3068
0.56,99%,3124
0.56,100%,3056
0.56,99%,3096
0.56,99%,3040
0.56,100%,3068
0.56,100%,3104
0.56,99%,3116
0.56,100%,3288
0.56,100%,2920
0.56,100%,3056
0.58,99%,2916
0.56,99%,3092
0.56,99%,3024
0.56,100%,3080
0.56,100%,3244
0.56,100%,3264
0.56,100%,3044
0.56,100%,2920
0.56,100%,3052
0.56,99%,3096
0.56,100%,3280
0.56,100%,2920
0.56,99%,3052
0.56,99%,3096
0.56,99%,3104
0.56,100%,2932
0.56,100%,3264
0.56,99%,3096
0.56,100%,3224
0.56,100%,3244
0.59,100%,3100
0.56,99%,3100
0.56,100%,3224
0.56,100%,3040
0.56,100%,3068
0.56,100%,3068
0.56,100%,3080
0.56,99%,2976
0.56,100%,3116
0.56,100%,3068
0.56,100%,3272
0.56,100%,3220
0.56,100%,3104
0.56,100%,3040
0.56,99%,3096
0.56,100%,3088
0.56,100%,3056
0.56,100%,3040
0.56,99%,2964
0.56,100%,3096
0.56,100%,3052
0.56,99%,2920
0.56,100%,3068
0.56,100%,3172
0.56,99%,3128
0.56,100%,3024
0.56,100%,3040
0.56,100%,3120
0.56,100%,2944
0.56,100%,3272
0.56,100%,3084
0.56,100%,3228
0.56,100%,3040
