runtime,cpu_usage,memory
0.96,99%,1024
0.96,100%,1024
0.96,99%,896
0.96,99%,1024
0.96,99%,1024
0.96,99%,1024
0.96,100%,1024
0.96,100%,1024
0.96,100%,1024
0.96,100%,896
0.98,99%,1024
0.96,100%,896
1.36,100%,896
2.46,99%,1024
1.29,99%,896
0.96,99%,1024
0.96,99%,1024
0.96,99%,1024
0.96,99%,1024
0.96,99%,1024
0.96,99%,896
0.96,100%,896
0.96,100%,1024
1.16,99%,896
2.47,99%,896
1.49,99%,896
0.96,100%,1024
0.96,100%,1024
0.96,100%,1024
0.96,100%,1024
0.96,100%,1024
0.96,99%,1024
0.96,99%,896
0.96,100%,1024
0.97,100%,896
0.97,99%,896
1.17,99%,1024
2.46,100%,1024
1.49,99%,1024
0.96,99%,1024
0.99,99%,1024
0.96,100%,1024
0.99,100%,1024
0.96,100%,1024
0.97,99%,896
1.00,100%,1024
1.00,99%,1024
1.24,100%,1024
2.46,99%,896
1.41,99%,1024
0.96,100%,1024
0.96,99%,1024
0.97,99%,1024
0.97,99%,896
0.99,99%,1024
0.99,100%,1024
0.96,99%,1024
1.00,100%,1024
1.01,100%,896
0.97,100%,1024
1.52,100%,1024
2.46,100%,1024
1.15,100%,896
0.96,100%,1024
0.97,99%,1024
0.97,99%,1024
0.99,99%,896
1.20,99%,896
2.48,100%,1024
1.46,100%,1024
0.96,99%,1024
0.96,100%,1024
0.99,99%,1024
2.31,99%,1024
1.95,99%,896
0.96,99%,896
0.96,100%,1024
0.98,100%,1024
1.77,99%,896
2.46,99%,1024
0.96,99%,896
0.96,99%,1024
0.96,100%,1024
1.19,100%,896
2.46,99%,1024
1.49,99%,896
0.97,100%,1024
0.96,99%,896
0.98,100%,1024
0.97,99%,1024
0.96,99%,1024
0.96,99%,1024
0.96,100%,896
0.96,100%,1024
0.99,100%,1024
0.99,99%,1024
1.35,100%,896
2.46,100%,1024
1.32,99%,1024
0.96,100%,896
