hora,estado,potencia_W,kWh_intervalo,kWh_acumulado
2026-07-04 14:43:42,ON,11.675,0.000973,0.000973
2026-07-04 14:48:23,ON,11.788,0.000982,0.000982
2026-07-04 14:49:49,ON,11.618,0.000968,0.000968
2026-07-04 14:54:49,ON,32.577,0.002715,0.003683
2026-07-04 14:59:49,ON,20.732,0.001728,0.005411
2026-07-04 15:04:50,ON,20.925,0.001744,0.007154
2026-07-04 15:09:50,ON,22.732,0.001894,0.009049
2026-07-04 15:14:51,ON,32.918,0.002743,0.011792
2026-07-04 15:19:51,ON,32.259,0.002688,0.01448
2026-07-04 15:24:51,ON,31.63,0.002636,0.017116
2026-07-04 15:29:52,ON,32.225,0.002685,0.019801
2026-07-04 15:34:52,ON,21.175,0.001765,0.021566
2026-07-04 15:39:52,ON,20.944,0.001745,0.023311
2026-07-04 15:44:53,ON,22.468,0.001872,0.025184
2026-07-04 15:49:53,ON,22.279,0.001857,0.02704
2026-07-04 15:54:53,ON,32.744,0.002729,0.029769
2026-07-04 15:59:54,ON,32.266,0.002689,0.032458
2026-07-04 16:04:54,ON,32.367,0.002697,0.035155
2026-07-04 21:52:33,ON,11.48,0.000957,0.000957
2026-07-04 21:57:33,ON,75.088,0.006257,0.007214
2026-07-04 22:02:33,ON,76.049,0.006337,0.013551
2026-07-04 22:07:34,ON,33.305,0.002775,0.016327
2026-07-04 22:12:34,ON,20.906,0.001742,0.018069
2026-07-04 22:17:34,ON,23.435,0.001953,0.020022
2026-07-04 22:22:35,ON,22.683,0.00189,0.021912
2026-07-04 22:27:35,ON,32.383,0.002699,0.024611
2026-07-04 22:32:36,ON,32.331,0.002694,0.027305
2026-07-04 22:37:36,ON,32.079,0.002673,0.029978
2026-07-04 22:42:36,ON,32.013,0.002668,0.032646
2026-07-04 22:47:37,ON,20.874,0.001739,0.034385
2026-07-04 22:52:37,ON,21.166,0.001764,0.036149
2026-07-04 22:57:37,ON,20.846,0.001737,0.037886
2026-07-04 23:02:38,ON,22.598,0.001883,0.03977
2026-07-04 23:07:38,ON,21.608,0.001801,0.04157
2026-07-04 23:12:38,ON,32.414,0.002701,0.044271
2026-07-04 23:17:39,ON,32.235,0.002686,0.046958
2026-07-04 23:22:39,ON,63.225,0.005269,0.052226
2026-07-04 23:27:39,ON,32.866,0.002739,0.054965
2026-07-04 23:32:40,ON,10.933,0.000911,0.055876
2026-07-04 23:37:40,ON,28.469,0.002372,0.058249
2026-07-04 23:42:41,ON,28.488,0.002374,0.060623
2026-07-04 23:47:41,ON,28.558,0.00238,0.063003
2026-07-04 23:52:41,ON,28.368,0.002364,0.065367
2026-07-04 23:57:42,ON,32.884,0.00274,0.068107
2026-07-05 00:02:42,ON,28.424,0.002369,0.070476
2026-07-05 00:07:42,ON,28.357,0.002363,0.072839
2026-07-05 00:12:43,ON,55.699,0.004642,0.07748
