hora,estado,potencia_W,kWh_intervalo,kWh_acumulado
2026-07-05 00:27:02,ON,11.576,0.000965,0.000965
2026-07-05 00:32:02,ON,46.555,0.00388,0.004844
2026-07-05 00:37:02,ON,48.884,0.004074,0.008918
2026-07-05 00:42:03,ON,54.031,0.004503,0.01342
2026-07-05 00:47:03,ON,81.836,0.00682,0.02024
2026-07-05 00:52:04,ON,82.072,0.006839,0.027079
2026-07-05 00:57:04,ON,81.151,0.006763,0.033842
2026-07-05 01:02:04,ON,34.383,0.002865,0.036707
2026-07-05 01:07:05,ON,33.176,0.002765,0.039472
2026-07-05 01:12:05,ON,33.301,0.002775,0.042247
2026-07-05 01:17:05,ON,32.606,0.002717,0.044964
2026-07-05 01:22:06,ON,32.988,0.002749,0.047713
2026-07-05 01:27:06,ON,33.049,0.002754,0.050467
2026-07-05 01:32:06,ON,32.693,0.002724,0.053192
2026-07-05 01:37:07,ON,32.615,0.002718,0.05591
2026-07-05 01:42:07,ON,33.146,0.002762,0.058672
2026-07-05 01:47:08,ON,59.55,0.004962,0.063634
2026-07-05 01:52:08,ON,70.116,0.005843,0.069477
2026-07-05 01:57:08,ON,41.239,0.003437,0.072914
2026-07-05 02:02:09,ON,69.37,0.005781,0.078695
2026-07-05 02:07:09,ON,74.685,0.006224,0.084918
2026-07-05 02:12:09,ON,31.857,0.002655,0.087573
2026-07-05 02:17:10,ON,31.843,0.002654,0.090227
2026-07-05 02:22:10,ON,33.951,0.002829,0.093056
2026-07-05 02:27:10,ON,35.172,0.002931,0.095987
2026-07-05 02:32:11,ON,69.635,0.005803,0.10179
