timestamp,total,psys,dram,cpu_temp
21:51:51,5100024297,5019346220,80678077,54000
21:52:26,771695413,758069776,13625637,55000
21:52:27,12730680,12500640,230040,54000
21:52:27,12907438,12664824,242614,56000
