timestamp,total,psys,package,core,uncore,dram,cpu_temp
2023-10-23T23:18:19,81081092,74840019,66745801,60721463,6348,6241073,72000
2023-10-23T23:18:24,65655533,57960850,43848581,35481416,5310,7694683,71000
2023-10-23T23:18:28,81627843,75266775,66528882,60144439,7568,6361068,58000
2023-10-23T23:18:33,69152960,61848718,49048886,41411820,4516,7304242,73000
2023-10-23T23:18:37,78179732,71530823,60952603,54026412,6653,6648909,56000
2023-10-23T23:18:41,74719352,67810373,55995950,48903134,5372,6908979,74000
2023-10-23T23:18:46,69381109,62102136,48010802,40070026,7324,7278973,54000
2023-10-23T23:18:50,81021826,74599784,64782183,58332981,4699,6422042,73000
2023-10-23T23:18:55,67993356,60469755,45708134,37471339,7629,7523601,66000
2023-10-23T23:18:59,81470616,75206228,66948315,60885159,7385,6264388,74000
2023-10-23T23:19:04,64269916,56509926,42410902,34133763,16540,7759990,72000
2023-10-23T23:19:07,82167515,75940419,68154672,62114770,10254,6227096,74000
2023-10-23T23:19:12,66951306,59260468,45417670,37088894,17944,7690838,74000
2023-10-23T23:19:16,78880047,72421140,62989463,56416665,5432,6458907,58000
2023-10-23T23:19:21,70415957,63164694,50604729,42992261,4578,7251263,74000
2023-10-23T23:19:25,77524399,70795351,59976164,52918932,17395,6729048,57000
2023-10-23T23:19:29,74786368,67948129,56577492,49557124,7080,6838239,75000
2023-10-23T23:19:35,69848393,62488549,47865784,39777852,6530,7359844,54000
2023-10-23T23:19:38,81943943,75594960,66798901,60584500,4883,6348983,75000
