runtime,cpu_usage,memory
0.70,685%,247800
0.71,684%,274428
0.70,686%,242068
0.74,684%,329636
0.75,691%,280444
0.83,697%,305144
0.77,690%,255916
1.66,690%,329464
1.65,687%,143992
1.07,609%,304888
0.75,690%,207352
0.86,658%,329376
0.80,678%,296824
0.99,685%,329592
1.71,654%,133120
1.65,689%,329848
0.83,700%,304932
0.77,689%,177528
0.79,689%,329592
0.77,692%,232056
1.29,717%,305144
1.68,683%,305016
1.36,645%,329464
0.77,683%,329720
0.82,688%,329592
0.85,697%,304920
0.80,689%,184824
1.69,683%,305016
1.68,681%,329592
0.92,608%,255864
0.81,694%,329724
0.86,699%,329720
0.86,695%,329580
1.15,706%,274424
1.69,677%,329592
1.54,680%,329592
0.83,692%,329596
0.78,694%,182452
0.78,693%,150648
0.82,691%,329720
1.52,736%,154616
1.65,687%,143992
1.08,638%,223224
0.82,696%,329592
0.82,691%,329592
0.81,692%,297336
0.95,673%,280440
1.68,680%,280568
1.69,677%,329720
0.79,697%,215032
0.79,695%,264696
0.79,696%,152188
0.96,698%,231416
1.04,684%,329676
1.01,691%,297084
1.02,683%,329648
1.00,684%,329724
0.99,696%,177656
0.99,696%,184824
1.01,694%,217464
1.01,690%,268156
1.00,680%,329720
1.02,682%,329592
0.99,694%,209276
1.02,691%,305144
1.02,682%,296824
0.99,692%,239992
1.01,686%,247672
1.04,690%,329596
1.02,695%,280440
0.97,697%,132992
0.99,688%,233596
1.03,694%,305148
0.99,690%,133120
1.00,684%,329516
1.00,687%,296824
1.02,682%,329596
1.01,680%,305020
0.98,692%,225148
1.00,683%,305144
1.05,686%,329720
1.03,689%,329592
1.00,686%,249720
1.00,695%,133120
0.99,693%,233848
1.01,686%,305144
1.00,689%,239608
0.99,695%,192504
1.06,691%,329720
1.04,691%,329720
1.00,686%,298872
1.03,690%,329592
0.98,698%,132992
1.00,677%,329596
1.01,679%,329596
1.00,693%,247804
0.99,692%,215160
0.97,695%,143868
0.98,691%,264184
0.98,695%,177532
