hora,estado,potencia_W,kWh_intervalo,kWh_acumulado
2026-07-03 09:29:05,ON,11.568,0.000964,0.000964
2026-07-03 09:30:13,ON,11.297,0.000941,0.000941
2026-07-03 09:42:53,ON,11.347,0.000946,0.000946
2026-07-03 09:47:54,ON,78.004,0.0065,0.007446
2026-07-03 09:52:54,ON,37.068,0.003089,0.010535
2026-07-03 09:57:54,ON,74.984,0.006249,0.016784
2026-07-03 10:02:55,ON,75.24,0.00627,0.023054
2026-07-03 10:07:55,ON,28.511,0.002376,0.025429
2026-07-03 10:12:55,ON,47.854,0.003988,0.029417
2026-07-03 10:17:56,ON,64.979,0.005415,0.034832
2026-07-03 10:22:56,ON,30.329,0.002527,0.03736
2026-07-03 10:27:56,ON,39.995,0.003333,0.040693
