hora,estado,potencia_W,kWh_intervalo,kWh_acumulado
2026-07-21 10:56:46,ON,11.495,0.000958,0.000958
2026-07-21 11:06:11,ON,11.553,0.000963,0.000963
2026-07-21 11:11:11,ON,32.91,0.002742,0.003705
2026-07-21 11:16:11,ON,32.412,0.002701,0.006406
2026-07-21 11:21:12,ON,77.716,0.006476,0.012883
2026-07-21 11:26:12,ON,79.802,0.00665,0.019533
2026-07-21 11:31:13,ON,54.274,0.004523,0.024056
2026-07-21 11:36:13,ON,78.616,0.006551,0.030607
2026-07-21 11:41:13,ON,78.418,0.006535,0.037142
2026-07-21 11:46:14,ON,62.988,0.005249,0.042391
2026-07-21 11:51:14,ON,66.798,0.005566,0.047957
2026-07-21 11:56:14,ON,32.873,0.002739,0.050697
2026-07-21 12:01:15,ON,32.397,0.0027,0.053396
2026-07-21 12:06:15,ON,32.497,0.002708,0.056105
2026-07-21 12:11:15,ON,32.306,0.002692,0.058797
2026-07-21 12:16:16,ON,32.367,0.002697,0.061494
2026-07-21 12:21:16,ON,32.006,0.002667,0.064161
2026-07-21 12:26:17,ON,27.677,0.002306,0.066468
2026-07-21 12:31:17,ON,32.571,0.002714,0.069182
2026-07-21 12:36:17,ON,31.902,0.002659,0.07184
2026-07-21 12:41:18,ON,25.812,0.002151,0.073991
2026-07-21 12:46:18,ON,31.71,0.002642,0.076634
2026-07-21 12:51:18,ON,28.951,0.002413,0.079046
2026-07-21 12:56:19,ON,27.75,0.002312,0.081359
2026-07-21 13:01:19,ON,31.98,0.002665,0.084024
2026-07-21 13:06:20,ON,24.49,0.002041,0.086065
2026-07-21 13:11:20,ON,31.975,0.002665,0.088729
2026-07-21 13:16:20,ON,25.487,0.002124,0.090853
2026-07-21 13:21:21,ON,32.128,0.002677,0.093531
2026-07-21 13:26:21,ON,29.278,0.00244,0.09597
2026-07-21 13:31:21,ON,32.399,0.0027,0.09867
2026-07-21 13:36:22,ON,26.825,0.002235,0.100906
2026-07-21 13:41:22,ON,30.596,0.00255,0.103455
2026-07-21 13:46:23,ON,30.098,0.002508,0.105964
2026-07-21 13:51:23,ON,29.583,0.002465,0.108429
2026-07-21 13:56:24,ON,31.682,0.00264,0.111069
2026-07-21 14:01:24,ON,30.208,0.002517,0.113586
2026-07-21 14:06:24,ON,29.858,0.002488,0.116074
2026-07-21 14:11:25,ON,30.253,0.002521,0.118596
2026-07-21 14:16:25,ON,30.011,0.002501,0.121096
2026-07-21 14:21:26,ON,29.82,0.002485,0.123581
2026-07-21 14:26:26,ON,30.18,0.002515,0.126096
2026-07-21 14:31:26,ON,30.213,0.002518,0.128614
2026-07-21 14:36:27,ON,29.917,0.002493,0.131107
2026-07-21 14:41:27,ON,30.133,0.002511,0.133618
2026-07-21 14:46:28,ON,33.523,0.002794,0.136412
2026-07-21 14:51:28,ON,33.815,0.002818,0.13923
2026-07-21 14:56:28,ON,33.797,0.002816,0.142046
2026-07-21 15:01:29,ON,33.672,0.002806,0.144852
2026-07-21 15:06:29,ON,33.897,0.002825,0.147677
2026-07-21 15:11:29,ON,33.916,0.002826,0.150503
2026-07-21 15:16:30,ON,33.849,0.002821,0.153324
2026-07-21 15:21:30,ON,33.914,0.002826,0.15615
2026-07-21 15:26:31,ON,34.131,0.002844,0.158994
2026-07-21 15:31:31,ON,33.975,0.002831,0.161826
2026-07-21 15:36:31,ON,32.023,0.002669,0.164494
2026-07-21 15:41:32,ON,31.738,0.002645,0.167139
2026-07-21 15:46:32,ON,31.811,0.002651,0.16979
2026-07-21 15:51:33,ON,43.387,0.003616,0.173406
2026-07-21 15:56:33,ON,43.385,0.003615,0.177021
2026-07-21 16:01:33,ON,40.166,0.003347,0.180368
2026-07-21 16:06:34,ON,46.537,0.003878,0.184246
2026-07-21 16:11:34,ON,29.47,0.002456,0.186702
2026-07-21 16:16:35,ON,29.493,0.002458,0.18916
2026-07-21 16:21:35,ON,29.48,0.002457,0.191617
2026-07-21 16:26:35,ON,29.399,0.00245,0.194067
2026-07-21 16:31:36,ON,30.634,0.002553,0.196619
2026-07-21 16:36:36,ON,29.286,0.00244,0.19906
2026-07-21 16:41:37,ON,29.73,0.002478,0.201537
2026-07-21 16:46:37,ON,29.678,0.002473,0.204011
2026-07-21 16:51:37,ON,30.038,0.002503,0.206514
2026-07-21 16:56:38,ON,29.777,0.002481,0.208995
2026-07-21 17:01:38,ON,29.521,0.00246,0.211455
2026-07-21 17:06:39,ON,29.841,0.002487,0.213942
2026-07-21 17:11:39,ON,29.378,0.002448,0.21639
2026-07-21 17:16:39,ON,29.727,0.002477,0.218867
2026-07-21 17:21:40,ON,29.731,0.002478,0.221345
2026-07-21 17:26:40,ON,29.515,0.00246,0.223805
2026-07-21 17:31:41,ON,29.179,0.002432,0.226236
2026-07-21 17:36:41,ON,31.822,0.002652,0.228888
2026-07-21 17:41:41,ON,32.303,0.002692,0.23158
2026-07-21 17:46:42,ON,32.159,0.00268,0.23426
2026-07-21 17:51:42,ON,32.37,0.002697,0.236957
2026-07-21 17:56:43,ON,31.928,0.002661,0.239618
2026-07-21 18:01:43,ON,32.211,0.002684,0.242302
2026-07-21 18:06:43,ON,32.215,0.002685,0.244987
2026-07-21 18:11:44,ON,32.126,0.002677,0.247664
