hora,estado,potencia_W,kWh_intervalo,kWh_acumulado
2026-07-19 11:04:55,ON,14.907,0.001242,0.001242
2026-07-19 11:07:50,ON,11.418,0.000951,0.000951
2026-07-19 11:31:29,ON,11.744,0.000979,0.000979
2026-07-19 11:36:29,ON,24.395,0.002033,0.003012
2026-07-19 11:41:29,ON,80.083,0.006674,0.009685
2026-07-19 11:46:30,ON,79.156,0.006596,0.016282
2026-07-19 11:51:30,ON,23.873,0.001989,0.018271
2026-07-19 11:56:31,ON,31.046,0.002587,0.020858
2026-07-19 12:01:31,ON,31.238,0.002603,0.023461
2026-07-19 12:06:31,ON,30.698,0.002558,0.026019
2026-07-19 12:11:32,ON,30.847,0.002571,0.02859
2026-07-19 12:16:32,ON,30.807,0.002567,0.031157
2026-07-19 12:21:32,ON,30.72,0.00256,0.033717
2026-07-19 12:26:33,ON,30.664,0.002555,0.036273
2026-07-19 12:31:33,ON,30.625,0.002552,0.038825
2026-07-19 12:36:34,ON,30.959,0.00258,0.041405
2026-07-19 12:41:34,ON,30.798,0.002566,0.043971
2026-07-19 12:46:34,ON,30.576,0.002548,0.046519
2026-07-19 12:51:35,ON,25.837,0.002153,0.048672
2026-07-19 12:56:35,ON,66.965,0.00558,0.054253
2026-07-19 13:01:36,ON,69.591,0.005799,0.060052
2026-07-19 13:06:36,ON,46.822,0.003902,0.063954
2026-07-19 13:11:36,ON,60.876,0.005073,0.069027
2026-07-19 13:16:37,ON,62.122,0.005177,0.074203
2026-07-19 13:21:37,ON,32.167,0.002681,0.076884
2026-07-19 13:26:38,ON,32.948,0.002746,0.07963
2026-07-19 13:31:38,ON,33.127,0.002761,0.08239
2026-07-19 13:36:38,ON,31.858,0.002655,0.085045
2026-07-19 13:41:39,ON,32.325,0.002694,0.087739
2026-07-19 13:46:39,ON,32.882,0.00274,0.090479
2026-07-19 13:51:40,ON,32.479,0.002707,0.093186
2026-07-19 13:56:40,ON,32.013,0.002668,0.095853
2026-07-19 14:01:40,ON,32.324,0.002694,0.098547
